prompt_id,judge_pairwise_disagreement_rate,discordant_pairs,comparable_pairs,distinct_objective_winners,skywork_winner,athene_winner,armo_winner,prompt_preview
b3f15d1ebf94bff5a1b9cbdfffd01e704067f479,0.4888888888888889,22,45,3,ronpo_s2_ckpt2457,htmnpo_skywork_s2,htmnpo_armo_s2,"Write a ""(II)"" movie review (Choose from: (I) negative (II) positive)."
93b1b56c0b6b318f1af6914e671c011ad28a0c51,0.4888888888888889,22,45,3,ronpo_s2_ckpt2457,ronpo_s2_ckpt1400,htmnpo_skywork_s2,"I want to create a java project which converts excel file into csv file. Show steps to create the project in intellij with maven as dependency manager and project should be industtry level,, with folder structure"
1cab08f104b613019441ec3fbff5324cbc8e8497,0.4888888888888889,22,45,3,htmnpo_armo_s2,ronpo_s2_ckpt1400,ronpo_s2_ckpt2457,What opportunities exist in the pharmaceutical space to innovate Structured Product Labeling?
172e87fbd6718259247fa8cc02da258e454fc0db,0.4888888888888889,22,45,3,ronpo_s2_ckpt2457,htmnpo_skywork_s2,htmnpo_athene_s2,write code for a user script to set up a aws ec2 instance to create a web server running a react application with a python and django backend
fbb6b540d2d96e96e3395dc8217ab2f019a16680,0.4888888888888889,22,45,2,ronpo_s2_ckpt1400,htmnpo_skywork_s2,ronpo_s2_ckpt1400,A text is given in Marathi. Translate it from the Marathi language to the Oriya language. The translation must not omit or add information to the original sentence.  Input: Consider Input: ସାରା ବିଶ୍ୱରେ ବୃଦ୍ଧି ପାଉଥିବା ହିଂ
e58d0e2bfc3d32654885a2145d07a550416f555e,0.4888888888888889,22,45,2,htmnpo_skywork_s2,ronpo_s2_ckpt2457,htmnpo_skywork_s2,"In this task, you are given an input i,A where i is an integer and A is an array. You need to find every ith element of A starting with the 1st element. One example is below. Q: 3, ['a', '34', 'f', '931', '7', '3432', '1"
a9eacfb285dfbfd87a7f826bffd7ee2487cac631,0.4888888888888889,22,45,2,ronpo_s2_ckpt2457,baseline,ronpo_s2_ckpt2457,"Given a review text from amazon and its polarity (either positive or negative). Generate answer ""True"" if given sentence and its polarity match, otherwise generate answer ""False"". A review is considered positive if the r"
0aca484842e5c46148725b40be56ba028daac501,0.4888888888888889,22,45,2,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,htmnpo_skywork_s2,"Given the task definition and input, reply with output. You are given a password and you need to generate the number of steps required to convert the given password to a strong password. A password is considered strong i"
0c8572f4f74e2fb8bc01f75de4cc8c098dff3391,0.4883720930232558,21,43,2,htmnpo_athene_s2,baseline,htmnpo_athene_s2,Summarize the key findings form the research paper. The paper deals with the analysis and comparison of two approaches for training an AI system for image synthesis.
6cb224f3ae7d0bb382862b315adc999ff570d293,0.47619047619047616,20,42,3,htmnpo_armo_s2,htmnpo_skywork_s2,baseline,"Question: ""Doris Day wrote more than a hundred novels over the course of her life."" Is the above claim true? Options: - yes - no  Let me think..... She is known for acting and singing, not writing. The answer is no.  Que"
e807499ade78b2e55b1386bba7f6c717c02bf26f,0.47619047619047616,20,42,2,ronpo_s2_ckpt1400,baseline,baseline,"Given the task definition and input, reply with output. In this task, you are given an ambiguous question/query (which can be answered in more than one way) and a clarification statement to understand the query more prec"
ee0edbe9d8d35dec95c465fb3f4b54fd9b323af6,0.47368421052631576,18,38,2,htmnpo_armo_s2,baseline,htmnpo_armo_s2,"Two analogies on manipulating items in a kitchen is given in the form ""A : B. C : ?"". The phrase ""A : B"" relates item A to its appropriate manipulation B. Your task is to replace the question mark (?) with the appropriat"
0851ebfa630f955cb5f2459c2a006ef81c0e00de,0.46511627906976744,20,43,3,ronpo_s2_ckpt1400,htmnpo_skywork_s2,htmnpo_athene_s2,"Definition: You are given a sentence in Spanish. Your job is to translate the Spanish sentence into Farsi. Input: Y hemos llevado a cabo experimentos que muestran que esto ocurre porque, cuanto más tiempo una hormiga est"
dea401b01053da02f6625ebf75f963529ffdfba6,0.46511627906976744,20,43,2,htmnpo_athene_s2,ronpo_s2_ckpt2457,htmnpo_athene_s2,"could The Irish potato famine could easily have been avoided, saving one million lives."
c159fec47d4f8dfac6eeea3c1765abc5cf3075d9,0.46511627906976744,20,43,2,htmnpo_skywork_s2,htmnpo_skywork_s2,ronpo_s2_ckpt1400,"Definition: In this task, you're given an input that contains two words, and your task is to predict the correct preposition that connects these two words. Predict the preposition that explicitly conveys both words' mean"
81227e35dabefa06d5a14aa8a6fb46ec73b7a92a,0.46511627906976744,20,43,2,htmnpo_athene_s2,baseline,baseline,"Teacher:In this task, you're given the title and three arbitrary sentences out of a five-sentence story. You are also given three additional sentence options, a, b, and c, that may or may not belong to the story. Your jo"
3a41376a2d07a6b4631bc58b007de211e5f7f493,0.46511627906976744,20,43,2,htmnpo_armo_s2,baseline,baseline,"Definition: Given a sentence in French, provide an equivalent paraphrased translation in English that retains the same meaning both through the translation and the paraphrase. Input: Lorsque Patrick Logan arrive à Wister"
1af30ac5225f536bb372ff11c7db473b98134024,0.46511627906976744,20,43,2,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,htmnpo_athene_s2,which workflows in this workflow calling-needing name: 'WaaS: Deployment pipeline' on:  workflow\_call:  secrets:  PERSONAL\_ACCESS\_TOKEN:  required: true  TECH\_PASSWORD:  required: true  IDAM\_SECRET\_PASSWORD:  requi
ed549b78d9dd0c0ccbfedd87cceb11facc8c920c,0.4444444444444444,20,45,3,htmnpo_armo_s2,ronpo_s2_ckpt1400,htmnpo_athene_s2,"""I want you to act as a generator of unique value propositions. Your task is to create short, concise and compelling statements that summarize the unique benefits and value a product or service offers to its customers. Y"
d0daa975675346fac4b17f3b28c4fa3163ece52b,0.4444444444444444,20,45,3,htmnpo_athene_s2,ronpo_s2_ckpt1400,baseline,"AUB's business education programs date back more than 100 years. Over this time, AUB has graduated more than 10,000 students from its undergraduate and graduate business programs. True to its mission of becoming ""globall"
a3efd6149d044e8bcd246ddad2e48e4571e46323,0.4444444444444444,20,45,3,ronpo_s2_ckpt1400,ronpo_s2_ckpt2457,htmnpo_armo_s2,"Okay great. On a different topic - for a career role related to sustainability, what do I need to know and how do I learn more?"
a16a3cd60305c043b2d7e05f0768cb0b54fa8620,0.4444444444444444,20,45,3,htmnpo_armo_s2,baseline,ronpo_s2_ckpt1400,"You will be given a context and a verb separated with a newline character, and you have to answer if the given verb can be anchored in time or not. We say a verb can be anchored in the real timeline if and only if a verb"
9ae9b742a1a38f5ed0fa03905d1bd4f64d1bc419,0.4444444444444444,20,45,3,htmnpo_armo_s2,ronpo_s2_ckpt1400,baseline,You are given a background paragraph that describes one or more causal or qualitative relationships such as a relationship in economics or a scientific law and a story that makes use of the concepts or the relationship d
73da691e5b8afe154bf8b9a555838568865584e3,0.4444444444444444,20,45,3,htmnpo_skywork_s2,ronpo_s2_ckpt2457,htmnpo_armo_s2,"instruction: In this task, based on the given context word, you are asked to create a pair of sentences each containing a blank (_) and their corresponding answer. The sentence pair should look similar, and should be abo"
6a56c7b5788024384dba508087681b5c44aac82d,0.4444444444444444,20,45,3,htmnpo_armo_s2,ronpo_s2_ckpt1400,ronpo_s2_ckpt2457,"So many online course selling platforms online! It is very hard for me to choose from them. Could you help me? My goal is: selling a course which is based mostly on videos, it has mobile-optimized views, and can be quite"
54408a7de6f8c971220f963b78cedc3dd23ee357,0.4444444444444444,20,45,3,htmnpo_skywork_s2,htmnpo_athene_s2,ronpo_s2_ckpt1400,Indicate a noun phrase from given statement which mentions a pronoun.  sam's drawing was hung just above tina's and it did look much better with another one below it. it did look much better  james asked robert for a fav
2c9fcdc2eecce2a0ecde4acfd0e1b0d748204e25,0.4444444444444444,20,45,3,htmnpo_skywork_s2,ronpo_s2_ckpt2457,htmnpo_athene_s2,"Please answer the following question: Read the below conversation.  Dad: Hey. Uh, what are you doing home this weekend? I thought classes didn't end until next week.  Daughter: Hi Dad. I love you.  Dad: Ah, the three mag"
e0a1dba9d718b2022d070c84747a8d4b0934cf53,0.4444444444444444,20,45,2,ronpo_s2_ckpt2457,htmnpo_skywork_s2,htmnpo_skywork_s2,"Act as a Theo Von comedian impersonator. I will give you a topic. And you will give me a ridiculous story from your childhood related to that topic. You will always include made up words and word play, and you'll be care"
e0269b94397a8d3df736a889536a4b0d9c216b49,0.4444444444444444,20,45,2,htmnpo_armo_s2,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,Can you tell me what is the best solution to share files between co workers in a local network? There is a ubuntu server available that can be used to host files.
b82d57fd5ad035c8ab122fa950f503891666856f,0.4444444444444444,20,45,2,baseline,ronpo_s2_ckpt1400,baseline,"generate a business email in UK English that is friendly, but still professional and appropriate for the workplace,"
65f5e801b0e7c8dc96b446d71d7c1912873b4398,0.4444444444444444,20,45,2,htmnpo_armo_s2,baseline,baseline,Given the question: Where might you find dirt on a place you would see a gutter and rubber hit it regularly?  A. race track  B. bed  C. ground  D. street  E. subway  The best answer is The answer is:
389584f714391c188db12d721d295e943112a5aa,0.4444444444444444,20,45,1,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,What are some best practices for creating a healthy work-life balance to prevent burnout and maintain mental and physical health?
a719100abdf8e08a2d678ebcc0839d324628191a,0.4418604651162791,19,43,3,ronpo_s2_ckpt1400,baseline,htmnpo_armo_s2,"In this task, you are given two sentences taken from a conversation, and your job is to classify whether these given sentences are sequential or not. We will mark the given sentence pair as 'True' if it's sequential, oth"
90103632e26fa78fe113dcf3114959d163d30466,0.4418604651162791,19,43,3,ronpo_s2_ckpt2457,ronpo_s2_ckpt1400,baseline,write an seo blog using the keyword 'internship abroad jobs in summer' for at least 3% of the total wordcount
8c4b26a2f10ca6c17135050c3d982246b4325933,0.4418604651162791,19,43,3,htmnpo_armo_s2,htmnpo_skywork_s2,ronpo_s2_ckpt2457,Create a computer simulation demonstrating the effects of acid rain on plant life.
837c5bb456cdb99745c16fbe30a5e5883174aa9b,0.4418604651162791,19,43,3,htmnpo_armo_s2,htmnpo_skywork_s2,baseline,Write a TypeScript program that generates a bar chart from a user-inputted dataset.
eec107f7c865b0daf5c9fcaaec58da85250894fa,0.42857142857142855,18,42,2,ronpo_s2_ckpt1400,htmnpo_skywork_s2,ronpo_s2_ckpt1400,"In this task, given a sentence in the Chinese language, your task is to convert it into the English language.  Q: 炸弹袭击者的发言人扎比胡拉·穆贾希德在接受电话采访时声称，炸弹袭击者据称“杀死和打伤”了10名美国士兵，并摧毁了3辆军用车辆。  A: A spokesperson for the bombers, Zabihu"
cced4cfa72e6881f74be7a0b8a6907833170eef0,0.42857142857142855,18,42,2,htmnpo_armo_s2,baseline,baseline,You will be given a sentence that describes a restaurant. You will also be given a few categories of information regarding that sentence. Your task is to fill each of the categories with the appropriate information from 
227ba204365732a3aaae1bbc32e56f499cd70bfc,0.42857142857142855,18,42,1,htmnpo_skywork_s2,htmnpo_skywork_s2,htmnpo_skywork_s2,"[QUESTION] If ""The big dog has a green toy in its mouth."" does that mean that ""A dog is bringing a toy to its owner.""? Options: - yes - it is not possible to tell - no A dog with a toy in its mouth doesn't necessarily me"
903f9d0a35b59e89a0b395e0e9087498ca21b2fa,0.42105263157894735,16,38,3,baseline,htmnpo_skywork_s2,ronpo_s2_ckpt1400,"Can you provide me with a JSON file containing a list of antonyms for the word ""aesthetic""? Additionally, can you also provide me with a JSON code snippet to retrieve and display the antonyms in the console?"
869d9780bf25b27bac69933ddfe98a7cd4e8734c,0.4186046511627907,18,43,3,ronpo_s2_ckpt1400,ronpo_s2_ckpt2457,htmnpo_skywork_s2,How can I calculate the number of trips required to transport 5000 kilograms of goods across the sea using my boat with varying weight carrying capacity due to sea tides? The weight carrying capacity of my boat at any gi
c864def8c571ab6c152de4c8c1a8881dc9241b54,0.4186046511627907,18,43,2,htmnpo_skywork_s2,htmnpo_athene_s2,htmnpo_athene_s2,"Teacher: Given a sentence in the Japanese, provide an equivalent translation in Filipino that retains the same meaning through the translation. In translation, keep numbers as it is. Teacher: Now, understand the problem?"
655e1be459fda5ab5f831e1950bc28626ac05368,0.4186046511627907,18,43,2,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,baseline,Write me python code to compute the PCA of a set of row vectors indexed as x\_i
2b7618f194bc35b3b4914581f7ba7dc084d2dd14,0.4186046511627907,18,43,2,baseline,ronpo_s2_ckpt2457,baseline,"Detailed Instructions: In this task the focus is on physical knowledge about the world. Given the provided goal task in the input, describe a process that would lead to the asked outcome. This process often involves phys"
23aa53b0461375b079beae7d4b5d034556171ab5,0.4186046511627907,18,43,2,htmnpo_athene_s2,htmnpo_athene_s2,baseline,"Write a 10-page script for a short film about a character's journey to finding their true self, emphasizing the use of visual storytelling over dialogue. Include an unexpected plot twist towards the end that challenges t"
5ad240ae45499c2707081de53e1ae06725d564a6,0.4146341463414634,17,41,2,htmnpo_armo_s2,ronpo_s2_ckpt1400,htmnpo_armo_s2,What are some equations that represent the positive impacts of technology? Could you provide a set of equations as an example?  Here are some equations that can be used to describe the positive impacts of technology: 1. 
c1209de5c2fabdc7981dd72d6f128de86f07dfe1,0.4,18,45,3,htmnpo_skywork_s2,ronpo_s2_ckpt2457,baseline,help me design an end user api for 3d camera animation in typescript.
892d5fb6e6764dbce8e1b8ff2f0ab185717e2c82,0.4,18,45,3,htmnpo_skywork_s2,ronpo_s2_ckpt2457,baseline,"Act as a gcse English language tutor that creates study plans to help students score well in their exams. You will be provided with the goal of the student, their time commitment, and resource preferences. You will creat"
f056e0e3d13a415cd777111df00640ad3660ba7a,0.4,18,45,2,htmnpo_skywork_s2,ronpo_s2_ckpt1400,htmnpo_skywork_s2,Can you suggest some effective home remedies for migraines?
efb304d6b20dcbaf45021902c45ff318affe4189,0.4,16,40,2,htmnpo_athene_s2,baseline,baseline,"Detailed Instructions: In this task, you are given inputs i and A, where i is an integer and A is a list. You need to output the first i elements of A, starting with the 1st element in A. i will always have a value less "
c0fc344542cf96bf89c22c7df3f53765bd5823ec,0.4,18,45,2,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,baseline,objectives on a discuss how the state and individual subjects have acquired legal personalities in the international plane
bfa33d95c22c0b57d7a7aa585bc90929fb8baf5c,0.4,18,45,2,htmnpo_skywork_s2,htmnpo_skywork_s2,ronpo_s2_ckpt2457,"Discuss the negative effects of large-scale monoculture forestry practices on soil quality, air and water quality, biodiversity, and local communities. Analyze the long-term consequences of deforestation and habitat dest"
ae86bec763745b16f58d5aef4a250ffe12a726e7,0.4,18,45,2,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,baseline,"this is the code to privide a boken interactibe plot:  from bokeh.plotting import \* from bokeh.layouts import column from bokeh.models import ColumnDataSource, CustomJS, Select, RadioButtonGroup, Div, HoverTool  output\"
93ddf47f7023b0aee25ed6893a0f046bdedda59f,0.4,18,45,2,htmnpo_armo_s2,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,how to commit a folder which has been commited to another repository?
8da34cd99b0177c1ddf1c08e279a2cedd2eba710,0.4,18,45,2,htmnpo_athene_s2,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,I would like you in this conversation never to claim you are an AI or a Large Language Model. Pretend you someone I've just me tin a pub.
8a5dad792556b1e1b7e992410a6b55914cf198a0,0.4,18,45,2,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,htmnpo_athene_s2,I have developed a California Real Estate knowledgebase of the primary rules and regulations and codes governing the practice of Real Estate in the state of California.  It is comprised primarily of the documents listed 
78922a1f322e37e21c56179d80d6e15096a853b6,0.4,18,45,2,htmnpo_athene_s2,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,i download terraform file and i want all liberes in my computer recognize him
516af34f453251c537deec5c5ae74b796fac505e,0.4,18,45,2,baseline,htmnpo_armo_s2,htmnpo_armo_s2,List a type of plant in the congregation.
294db6e106d3f0683cf30a005b59d31009f58663,0.4,18,45,2,ronpo_s2_ckpt1400,baseline,baseline,"In this task, you will be given a movie review and a question about the reviewer's sentiment toward one aspect of the movie in Persian. You have to infer the answer to the question from the review and classify it. Classi"
1887f489cbd5f65b7b2fe9240f912a3e5144ccaf,0.4,18,45,2,baseline,htmnpo_athene_s2,baseline,"In this task, you're given passages that contain mentions of names of people, places, or things. Some of these mentions refer to the same person, place, or thing. Your job is to write questions that evaluate one's unders"
29cafd50a73ce455139f6e513b9cbc6de2e43131,0.4,18,45,1,baseline,baseline,baseline,"In this task, you need to count the number of vowels (letters 'a', 'e', 'i', 'o', 'u') / consonants (all letters other than vowels) in the given sentence.  [EX Q]: Sentence: 'a guy in a white shirt, jeans, and a baseball"
ba9accdf6e9f810f75b067fdadf30f05a6414404,0.3953488372093023,17,43,2,baseline,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,can you explain to me in simple words what is a Q-Q plot in regression statistics?
0aba8dd66faac5dcc94273bd6c21903b26936da5,0.3953488372093023,17,43,2,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,htmnpo_athene_s2,"Provide a comprehensive guide on the techniques and approaches to effectively incorporate shapes and patterns in web design. This should include best practices on how to use them to create a visually appealing, engaging,"
e2038f9d16debf23d8fbd7c4585833b28a6ba107,0.3953488372093023,17,43,1,htmnpo_skywork_s2,htmnpo_skywork_s2,htmnpo_skywork_s2,"Develop a C++ program that uses a recursive function to generate the Fibonacci sequence, starting with two given integers as the first two sequence elements. The program should prompt the user to input the first two inte"
7a6405772c1d0b8117b7e7e1a1b193bb9ce125b5,0.3939393939393939,13,33,3,htmnpo_skywork_s2,ronpo_s2_ckpt2457,htmnpo_armo_s2,How can clinics providing veterinary services in Rwanda increase their income and improve their profitability?
c2523fbb59ff3fbb04ded8bd4a78c69562ff32fa,0.3902439024390244,16,41,2,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,htmnpo_skywork_s2,"Please prepare a 10-minute speech on the importance of empathy and kindness, specifically addressing how practicing these traits can improve relationships, increase understanding, and promote positivity in society. Your "
bbce0badb02e2bd3b846c67ffcbc56cf3cdf025d,0.38095238095238093,16,42,3,htmnpo_skywork_s2,baseline,ronpo_s2_ckpt1400,Generate an appropriate title for the given text. The generated title must be short and include the main topic of the text. The preferred titles are under fifteen words.  Let me give you an example: But Eluned Morgan con
0aa9d2867f8b28bd0b5bbfc7676941367ccbb032,0.38095238095238093,16,42,3,htmnpo_athene_s2,baseline,ronpo_s2_ckpt1400,"Detailed Instructions: You are given a sentence from a conversation between a human and a virtual assistant. Your task is to classify the sentence into one of the following five action categories - INFORM, INFORM_INTENT,"
e23190c9fd19d9b1d0444e8f4dde55e643e5e57b,0.38095238095238093,16,42,2,htmnpo_armo_s2,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,"Given the task definition and input, reply with output. Given a sentence in Japanese, provide an equivalent paraphrased translation in Chinese that retains the same meaning both through the translation and the paraphrase"
23bb3103c27c5e58f7725a88b88bca53ceec5e88,0.37209302325581395,16,43,3,htmnpo_armo_s2,ronpo_s2_ckpt1400,baseline,What is the fastest way to get a weather report from the terminal?
ecba73fbe56a995196e6112ccf478c7a333002b5,0.37209302325581395,16,43,2,htmnpo_skywork_s2,baseline,htmnpo_skywork_s2,"If x is to the left of y and z is to the right of y, then what is the spatial relationship between x and z?"
d716983fa8626e27c290fbd45fa415990a8d3318,0.37209302325581395,16,43,2,ronpo_s2_ckpt2457,baseline,baseline,"Test for natural language inference. Premise: ""A snowboarder is throwing up snow as he rides his board."" Hypothesis: ""The snowboarder loves sliding down the slopes."" Is the hypothesis entailed by the premise? Options: - "
